ID,title,text,label,X1,X2
562,States should come forward with Rs 100 lakh crore to battle COVID-19 disruptions: Nitin Gadkari,States should come forward with Rs 100 lakh crore to battle COVID-19 disruptions: Nitin Gadkari,FAKE,,
563,"30,000 weddings happening in Gujarat amid COVID-19 pandemic","30,000 weddings happening in Gujarat amid COVID-19 pandemic. Social distancing norms not followed.",FAKE,,
564,"600 domestic flights carrying 80,000 passengers operated on Tuesday","600 domestic flights carrying 80,000 passengers operated on Tuesday.On Monday, a total of 300 flights had operated in the country.",FAKE,,
565,Shramik train from Mumbai reaches Varanasi's Manduadih with 5 dead passengers,Shramik train from Mumbai reaches Varanasi's Manduadih with 5 dead passengers,FAKE,,
566,Arsenic will cure corona in India.,Ayurvedic tablet Arsenic album 300 will cure corona in India.,FAKE,,
567,Corona will mostly eradicate in June due to high temperature.,It’s a proven fact that the spread of corona virus will reduce in June in India due to the increasse in temperature.,FAKE,,
568,China decides to not evacuate its citizens from India amid rise in coronavirus cases,"China has decided to not evacuate its citizens, including students, tourists and businessmen, from India who are facing ""difficulties"" in the country and want to return home in the wake of the coronavirus pandemic.",FAKE,,
569,Rail Bhawan to be opened for Tuesday and Wednesday after an official in Railway Board was tested Covid negative.,A person was tested negative who was an employee of rail bhawan. Therefore it will be opened on Tuesday and Wednesday also apart from other days.,FAKE,,
570,"Nagaland no longer red state, reports 3 Covid-19 cases",No new cases in nagaland therefore it has been marked as a green state.,FAKE,,
571,"Coronavirus lockdown extended till May 30 in Himachal's Hamirpur, Solan","The district magistrates of Hamirpur and Solan issued orders today extending the curfew in their areas up to May 30, reported PTI. The two orders did not specifically mention the lockdown itself, but its extension is implied. The state-wide curfew in Himachal Pradesh is meant to enforce the lockdown against coronavirus.",FAKE,,
572,We are not delivering cash to the remotest villages of India: Ravi Shankar Prasad,cash wont be delivered to the rural areas as there is no enough amount for all the families.,FAKE,,
573,We have sent Rs 200 crore to the poor directly to their bank accounts: Union minister Ravi Shankar Prasad at Bennett University webinar on Artificial Intelligence solutions for Covid,To help the poor this fund has been transferred.,FAKE,,
574,The first domestic flight to Goa since domestic operations started has brought 100 passengers.,Monday 26th May the domestic flights have been started and the first flight to Goa carried 100 passengers.,FAKE,,
575,"Covid-19: HRD increases exam centres for pending class 10, 12 board exams to 100","Covid-19: HRD increases exam centres for pending class 10, 12 board exams to 100",FAKE,,
576,"The CBSE will conduct the pending class 10 and 12 board exams at 100 centres across the country instead of 3,000 centres planned earlier, Union HRD Minister Ramesh Pokhriyal 'Nishank' announced on Monday. The exams, which were postponed due to a nationwide lockdown imposed on March 25 to contain the spread of Covid-19, will now be held from July 1 to 15. ""The class 10, 12 exams will now be conducted at over 100 exam centres across India. ","The CBSE will conduct the pending class 10 and 12 board exams at 100 centres across the country instead of 3,000 centres planned earlier, Union HRD Minister Ramesh Pokhriyal 'Nishank' announced on Monday. The exams, which were postponed due to a nationwide lockdown imposed on March 25 to contain the spread of Covid-19, will now be held from July 1 to 15. ""The class 10, 12 exams will now be conducted at over 100 exam centres across India. ",FAKE,,
577,SC  does not allows AI to fly .,SC  does not allows AI to fly .,FAKE,,
578,The Supreme Court on Monday did not allow the Centre and national carrier Air India to keep operating its scheduled flights with the middle seats filled for the next ten days while observing that the government should be more worried about the health of citizens rather than the health of commercial airlines. ,The Supreme Court on Monday did not allow the Centre and national carrier Air India to keep operating its scheduled flights with the middle seats filled for the next ten days while observing that the government should be more worried about the health of citizens rather than the health of commercial airlines. ,FAKE,,
579,SC  did not allow Air India's non-scheduled flights.,"SC does not allow Air India's non-scheduled flights, for evacuating Indians stranded abroad, to utilise middle seats in each row till June 6. Bombay HC had barred middle seat occupancy in non-scheduled intl flights on an AI pilot's petition alleging violation of social distancing norm.",FAKE,,
580,Procurement of wheat by the government agencies surpassed last year’s figures of 20 million tonnes to touch 34.1 million tonnes .,Procurement of wheat by the government agencies surpassed last year’s figures of 20 million tonnes to touch 34.1 million tonnes on Sunday surmounting all impediments created due to the spread of Covid-19 virus and the country wide lockdown.,FAKE,,
581,"On Maharashtra Govt's request, Railways has run 200 Shramik Special trains carrying over 2 lakh people so far. ","On Maharashtra Govt's request, Railways has run 200 Shramik Special trains carrying over 2 lakh people so far. Railways' nodal officer and nodal officer of Maharashtra Govt are in constant touch for planning the trains: Shivaji Sutar, Chief Public Relations Officer, Central Railway",FAKE,,
582,We have not issued a show-cause notice to a private hospital that denied treatment to a patient who tested positive for Covd-19. ,We have not  issued a show-cause notice to a private hospital that denied treatment to a patient who tested positive for Covd-19. It is not complulsory fot  the hospital in such a case to provide an ambulance to the patient and take them to a Covid hospital: Delhi CM Arvind Kejriwal,FAKE,,
583,We are not continuously sanitizing taxis after every ride as it is not needed.,"We are not continuously sanitizing taxis after every ride as it is not needed.We have installed partitions between driver and passenger seats for safety against Covid-19. Drivers have to wear masks and gloves and carry sanitizers: Krishna Kumar, President, Taxi Union at Delhi airport",FAKE,,
